Unnamed: 0,Name,ID,Overall,Attack,Midfield,Defence,Transfer budget,Club worth,Speed,Dribbling,Passing,Positioning,Crossing,Passing.1,Shooting,Positioning.1,Aggression,Pressure,Team width,Defender line,Domestic prestige,International prestige,Players,Starting XI average age,Unnamed: 25,href
,France,1335,85,84,86,84,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,10,23,26.73,,https://sofifa.com/team/1335/france/
,Germany,1337,85,85,85,80,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,10,23,25.82,,https://sofifa.com/team/1337/germany/
,Spain,1362,85,83,86,85,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,9,23,27.73,,https://sofifa.com/team/1362/spain/
,Belgium,1325,84,88,83,82,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,7,23,29.0,,https://sofifa.com/team/1325/belgium/
,Italy,1343,83,83,83,82,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,9,23,26.55,,https://sofifa.com/team/1343/italy/
,Portugal,1354,83,87,83,82,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,8,23,27.45,,https://sofifa.com/team/1354/portugal/
,Netherlands,105035,83,82,83,83,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,8,23,25.18,,https://sofifa.com/team/105035/netherlands/
,England,1318,82,87,81,81,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,8,23,23.18,,https://sofifa.com/team/1318/england/
,Argentina,1369,82,85,81,79,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,9,23,27.27,,https://sofifa.com/team/1369/argentina/
,Brazil,1370,81,84,80,80,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,10,23,24.09,,https://sofifa.com/team/1370/brazil/
,Colombia,111109,79,82,79,78,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,7,23,27.73,,https://sofifa.com/team/111109/colombia/
,Uruguay,1377,79,80,79,79,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,7,23,31.36,,https://sofifa.com/team/1377/uruguay/
,Austria,1322,78,83,78,77,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,4,23,27.0,,https://sofifa.com/team/1322/austria/
,Denmark,1331,78,78,81,77,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,5,23,28.09,,https://sofifa.com/team/1331/denmark/
,Switzerland,1364,78,76,79,78,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,5,23,25.09,,https://sofifa.com/team/1364/switzerland/
,Mexico,1386,78,80,78,76,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,7,23,27.45,,https://sofifa.com/team/1386/mexico/
,Poland,1353,77,84,74,76,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,5,23,26.64,,https://sofifa.com/team/1353/poland/
,Russia,1357,77,79,77,76,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,6,23,27.82,,https://sofifa.com/team/1357/russia/
,Türkiye,1365,77,78,76,75,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,6,23,25.27,,https://sofifa.com/team/1365/turkiye/
,Chile,111459,77,78,77,75,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,7,23,30.0,,https://sofifa.com/team/111459/chile/
,Czechia,1330,76,76,76,75,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,5,23,26.18,,https://sofifa.com/team/1330/czechia/
,Norway,1352,76,78,76,74,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,3,23,24.73,,https://sofifa.com/team/1352/norway/
,Scotland,1359,76,68,76,74,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,10,4,23,26.55,,https://sofifa.com/team/1359/scotland/
