Unnamed: 0,Name,ID,Overall,Attack,Midfield,Defence,Transfer budget,Club worth,Speed,Dribbling,Passing,Positioning,Crossing,Passing.1,Shooting,Positioning.1,Aggression,Pressure,Team width,Defender line,Domestic prestige,International prestige,Players,Starting XI average age,Unnamed: 25,href
,Spain,1362,85,83,83,82,€5M,€0,Balanced,Little,Short,Free form,Normal,Risky,Normal,Free form,Press,Medium,Normal,Cover,20,19,30,26.45,,https://sofifa.com/team/1362/spain/
,Brazil,1370,84,83,81,82,€5M,€0,Fast,Little,Short,Free form,Normal,Risky,Lots,Free form,Press,High,Normal,Cover,20,20,30,28.09,,https://sofifa.com/team/1370/brazil/
,England,1318,83,81,84,82,€5M,€0,Fast,Little,Long,Organised,Lots,Normal,Lots,Organised,Double,Medium,Normal,Cover,20,17,30,27.55,,https://sofifa.com/team/1318/england/
,France,1335,83,82,82,82,€5M,€0,Fast,Little,Mixed,Organised,Normal,Risky,Little,Organised,Press,Medium,Narrow,Cover,20,19,30,26.55,,https://sofifa.com/team/1335/france/
,Italy,1343,83,83,81,80,€5M,€0,Fast,Little,Short,Organised,Normal,Normal,Normal,Organised,Contain,Deep,Normal,Offside trap,20,19,30,28.91,,https://sofifa.com/team/1343/italy/
,Argentina,1369,83,83,81,78,€5M,€0,Fast,Little,Short,Free form,Normal,Risky,Lots,Free form,Contain,Deep,Normal,Cover,20,18,30,27.18,,https://sofifa.com/team/1369/argentina/
,Germany,1337,82,81,79,79,€5M,€0,Fast,Little,Mixed,Organised,Normal,Normal,Lots,Organised,Press,Medium,Normal,Cover,20,19,30,25.55,,https://sofifa.com/team/1337/germany/
,Portugal,1354,82,77,81,79,€5M,€0,Fast,Little,Short,Free form,Lots,Risky,Lots,Free form,Press,Medium,Normal,Offside trap,20,16,30,27.82,,https://sofifa.com/team/1354/portugal/
,Netherlands,105035,80,81,80,76,€5M,€0,Balanced,Little,Mixed,Organised,Lots,Risky,Normal,Organised,Press,Medium,Normal,Cover,20,17,25,26.82,,https://sofifa.com/team/105035/netherlands/
,Russia,1357,80,79,77,76,€5M,€0,Fast,Little,Mixed,Free form,Normal,Risky,Lots,Free form,Press,Medium,Wide,Cover,20,13,29,27.09,,https://sofifa.com/team/1357/russia/
,Croatia,1328,78,77,74,73,€5M,€0,Fast,Little,Mixed,Organised,Little,Risky,Normal,Free form,Press,Medium,Normal,Offside trap,20,13,30,26.82,,https://sofifa.com/team/1328/croatia/
,Czechia,1330,78,73,74,74,€5M,€0,Balanced,Little,Long,Organised,Normal,Normal,Lots,Organised,Double,High,Normal,Cover,20,15,30,26.91,,https://sofifa.com/team/1330/czechia/
,Türkiye,1365,78,77,77,74,€5M,€0,Fast,Little,Mixed,Organised,Lots,Risky,Lots,Organised,Double,Medium,Normal,Cover,20,14,30,26.91,,https://sofifa.com/team/1365/turkiye/
,Uruguay,1377,78,76,70,74,€5M,€0,Fast,Little,Mixed,Free form,Lots,Normal,Lots,Free form,Press,Deep,Normal,Cover,20,11,30,24.45,,https://sofifa.com/team/1377/uruguay/
,Sweden,1363,77,78,73,74,€5M,€0,Balanced,Little,Mixed,Organised,Lots,Risky,Lots,Organised,Double,Medium,Normal,Cover,20,11,30,26.27,,https://sofifa.com/team/1363/sweden/
,Mexico,1386,77,73,74,74,€5M,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,20,15,30,27.09,,https://sofifa.com/team/1386/mexico/
,Belgium,1325,76,73,75,74,€5M,€0,Balanced,Little,Long,Organised,Normal,Normal,Normal,Organised,Double,Medium,Normal,Cover,20,10,30,22.55,,https://sofifa.com/team/1325/belgium/
,Greece,1338,76,76,75,74,€5M,€0,Balanced,Little,Mixed,Organised,Lots,Safe,Little,Organised,Contain,Deep,Normal,Offside trap,20,13,27,27.0,,https://sofifa.com/team/1338/greece/
,Switzerland,1364,76,74,74,73,€5M,€0,Balanced,Little,Mixed,Organised,Normal,Risky,Lots,Organised,Press,Medium,Normal,Cover,20,11,30,26.55,,https://sofifa.com/team/1364/switzerland/
,Ukraine,1366,76,73,72,70,€5M,€0,Balanced,Little,Long,Organised,Lots,Normal,Lots,Organised,Double,Medium,Normal,Cover,20,14,30,25.82,,https://sofifa.com/team/1366/ukraine/
,Cameroon,1395,76,73,73,74,€5M,€0,Fast,Little,Long,Organised,Normal,Risky,Lots,Organised,Press,High,Normal,Cover,20,13,30,26.0,,https://sofifa.com/team/1395/cameroon/
,Denmark,1331,75,72,72,74,€5M,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,20,12,30,27.64,,https://sofifa.com/team/1331/denmark/
,Norway,1352,75,75,73,72,€5M,€0,Fast,Little,Long,Organised,Lots,Normal,Lots,Organised,Double,High,Normal,Offside trap,20,10,30,26.64,,https://sofifa.com/team/1352/norway/
,Republic of Ireland,1355,75,72,74,73,€5M,€0,Fast,Little,Long,Organised,Lots,Risky,Lots,Organised,Double,High,Normal,Cover,20,10,30,28.0,,https://sofifa.com/team/1355/republic-of-ireland/
,Romania,1356,75,71,70,74,€5M,€0,Fast,Little,Mixed,Organised,Lots,Normal,Lots,Organised,Press,Deep,Wide,Cover,20,10,30,27.27,,https://sofifa.com/team/1356/romania/
,Scotland,1359,75,73,73,72,€5M,€0,Fast,Little,Long,Organised,Lots,Normal,Lots,Organised,Double,Medium,Normal,Cover,20,11,30,26.82,,https://sofifa.com/team/1359/scotland/
,Paraguay,1375,75,75,70,73,€5M,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Lots,Organised,Press,Medium,Normal,Cover,20,8,30,28.09,,https://sofifa.com/team/1375/paraguay/
,Australia,1415,75,71,71,68,€5M,€0,Fast,Little,Long,Organised,Normal,Risky,Lots,Organised,Double,Medium,Normal,Cover,20,11,30,30.36,,https://sofifa.com/team/1415/australia/
,United States,1387,74,72,71,70,€5M,€0,Fast,Little,Mixed,Free form,Normal,Safe,Normal,Free form,Press,High,Normal,Cover,20,12,30,25.82,,https://sofifa.com/team/1387/united-states/
,Austria,1322,73,71,67,70,€5M,€0,Fast,Little,Long,Organised,Normal,Normal,Normal,Organised,Double,Medium,Normal,Cover,20,10,30,23.45,,https://sofifa.com/team/1322/austria/
,Bulgaria,1327,73,70,70,68,€5M,€0,Fast,Little,Mixed,Organised,Normal,Risky,Normal,Organised,Double,Medium,Normal,Cover,20,9,30,28.64,,https://sofifa.com/team/1327/bulgaria/
,Finland,1334,72,67,69,70,€5M,€0,Fast,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Double,Medium,Normal,Cover,20,6,30,28.82,,https://sofifa.com/team/1334/finland/
,Poland,1353,72,69,68,67,€5M,€0,Fast,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Double,Medium,Normal,Cover,20,11,29,27.36,,https://sofifa.com/team/1353/poland/
,Hungary,1886,72,69,72,66,€5M,€0,Fast,Little,Long,Organised,Normal,Normal,Lots,Organised,Double,Medium,Normal,Cover,20,7,29,26.73,,https://sofifa.com/team/1886/hungary/
,Ecuador,111465,72,67,69,65,€5M,€0,Fast,Little,Mixed,Organised,Normal,Normal,Lots,Organised,Press,Medium,Normal,Cover,20,9,30,28.18,,https://sofifa.com/team/111465/ecuador/
,South Africa,111099,72,70,71,67,€5M,€0,Fast,Little,Long,Organised,Normal,Normal,Lots,Organised,Double,High,Normal,Cover,20,8,27,26.64,,https://sofifa.com/team/111099/south-africa/
