Unnamed: 0,Name,ID,Overall,Attack,Midfield,Defence,Transfer budget,Club worth,Speed,Dribbling,Passing,Positioning,Crossing,Passing.1,Shooting,Positioning.1,Aggression,Pressure,Team width,Defender line,Domestic prestige,International prestige,Players,Starting XI average age,Unnamed: 25,href
,France,1335,85,83,86,83,€0,€0,Balanced,Lots,Mixed,Organised,Normal,Normal,Normal,Free form,Press,High,Normal,Cover,10,9,23,25.82,,https://sofifa.com/team/1335/france/
,Spain,1362,85,84,85,85,€0,€0,Balanced,Little,Mixed,Organised,Normal,Safe,Normal,Free form,Double,High,Normal,Cover,10,9,23,26.64,,https://sofifa.com/team/1362/spain/
,Belgium,1325,84,85,83,86,€0,€0,Balanced,Normal,Mixed,Organised,Normal,Safe,Normal,Free form,Press,High,Narrow,Cover,10,7,23,27.91,,https://sofifa.com/team/1325/belgium/
,Germany,1337,84,84,84,82,€0,€0,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Free form,Press,High,Normal,Cover,10,10,23,24.0,,https://sofifa.com/team/1337/germany/
,Italy,1343,83,83,82,83,€0,€0,Fast,Normal,Long,Organised,Normal,Risky,Normal,Organised,Contain,Deep,Narrow,Cover,10,9,23,25.64,,https://sofifa.com/team/1343/italy/
,Portugal,1354,83,87,83,82,€0,€0,Balanced,Lots,Mixed,Organised,Normal,Normal,Normal,Free form,Press,High,Normal,Cover,10,8,23,26.64,,https://sofifa.com/team/1354/portugal/
,England,1318,82,85,81,81,€0,€0,Balanced,Little,Mixed,Organised,Normal,Safe,Normal,Organised,Press,Medium,Normal,Cover,10,8,23,24.45,,https://sofifa.com/team/1318/england/
,Netherlands,105035,82,83,81,83,€0,€0,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Free form,Press,High,Normal,Cover,10,8,23,25.36,,https://sofifa.com/team/105035/netherlands/
,Argentina,1369,81,83,81,79,€0,€0,Balanced,Normal,Mixed,Organised,Normal,Safe,Normal,Free form,Press,High,Narrow,Cover,10,9,23,25.36,,https://sofifa.com/team/1369/argentina/
,Brazil,1370,81,84,80,80,€0,€0,Balanced,Normal,Mixed,Free form,Normal,Normal,Normal,Organised,Press,High,Normal,Cover,10,10,23,29.64,,https://sofifa.com/team/1370/brazil/
,Uruguay,1377,81,85,79,82,€0,€0,Balanced,Normal,Mixed,Organised,Normal,Normal,Little,Organised,Press,Medium,Narrow,Cover,10,7,23,26.91,,https://sofifa.com/team/1377/uruguay/
,Colombia,111109,79,79,80,76,€0,€0,Balanced,Normal,Mixed,Organised,Normal,Risky,Normal,Organised,Press,Medium,Narrow,Cover,10,7,23,25.18,,https://sofifa.com/team/111109/colombia/
,Denmark,1331,78,77,80,76,€0,€0,Balanced,Normal,Mixed,Organised,Lots,Normal,Little,Free form,Double,Medium,Normal,Cover,10,5,23,27.18,,https://sofifa.com/team/1331/denmark/
,Poland,1353,78,83,75,76,€0,€0,Balanced,Normal,Mixed,Free form,Normal,Normal,Lots,Free form,Press,Medium,Wide,Cover,10,5,23,26.45,,https://sofifa.com/team/1353/poland/
,Switzerland,1364,78,77,77,78,€0,€0,Balanced,Normal,Mixed,Organised,Normal,Safe,Normal,Organised,Contain,Medium,Normal,Cover,10,5,23,24.64,,https://sofifa.com/team/1364/switzerland/
,Austria,1322,77,82,77,76,€0,€0,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Double,High,Wide,Cover,10,4,23,26.55,,https://sofifa.com/team/1322/austria/
,Russia,1357,77,79,76,76,€0,€0,Balanced,Lots,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,10,6,23,27.55,,https://sofifa.com/team/1357/russia/
,Chile,111459,77,77,79,75,€0,€0,Fast,Normal,Long,Organised,Normal,Risky,Normal,Free form,Press,High,Normal,Cover,10,7,23,27.91,,https://sofifa.com/team/111459/chile/
,Mexico,1386,77,75,79,76,€0,€0,Balanced,Normal,Mixed,Free form,Lots,Normal,Normal,Organised,Double,Medium,Wide,Cover,10,7,23,26.09,,https://sofifa.com/team/1386/mexico/
,Czechia,1330,76,75,75,74,€0,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,10,5,23,26.09,,https://sofifa.com/team/1330/czechia/
,Greece,1338,76,77,75,76,€0,€0,Fast,Normal,Long,Organised,Lots,Risky,Lots,Organised,Press,Medium,Normal,Cover,10,6,23,26.18,,https://sofifa.com/team/1338/greece/
,Sweden,1363,76,76,75,75,€0,€0,Balanced,Normal,Mixed,Free form,Lots,Normal,Normal,Organised,Double,Medium,Normal,Cover,10,5,23,27.82,,https://sofifa.com/team/1363/sweden/
,Türkiye,1365,76,78,77,74,€0,€0,Balanced,Little,Mixed,Organised,Normal,Safe,Normal,Organised,Press,High,Normal,Cover,10,6,23,27.73,,https://sofifa.com/team/1365/turkiye/
,Côte d'Ivoire,111112,75,76,75,76,€0,€0,Balanced,Normal,Mixed,Free form,Lots,Normal,Normal,Organised,Double,Medium,Normal,Cover,10,6,23,27.82,,https://sofifa.com/team/111112/cote-divoire/
,Norway,1352,75,75,75,74,€0,€0,Fast,Normal,Long,Organised,Normal,Risky,Lots,Organised,Press,Medium,Normal,Cover,10,3,23,25.73,,https://sofifa.com/team/1352/norway/
,Scotland,1359,75,72,75,74,€0,€0,Balanced,Normal,Mixed,Organised,Normal,Normal,Lots,Organised,Press,Medium,Wide,Cover,10,4,23,24.55,,https://sofifa.com/team/1359/scotland/
,Cameroon,1395,75,78,71,74,€0,€0,Balanced,Normal,Mixed,Free form,Normal,Safe,Normal,Organised,Double,Medium,Normal,Cover,10,5,23,24.45,,https://sofifa.com/team/1395/cameroon/
,Republic of Ireland,1355,74,72,74,75,€0,€0,Balanced,Normal,Mixed,Organised,Lots,Normal,Normal,Organised,Double,High,Wide,Cover,10,5,23,27.73,,https://sofifa.com/team/1355/republic-of-ireland/
,Slovenia,1361,74,70,75,72,€0,€0,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Press,High,Normal,Cover,10,5,23,26.91,,https://sofifa.com/team/1361/slovenia/
