Unnamed: 0,Name,ID,Overall,Attack,Midfield,Defence,Transfer budget,Club worth,Speed,Dribbling,Passing,Positioning,Crossing,Passing.1,Shooting,Positioning.1,Aggression,Pressure,Team width,Defender line,Domestic prestige,International prestige,Players,Starting XI average age,Unnamed: 25,href
,Spain,1362,86,84,86,83,€0,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Free form,Press,Medium,Normal,Cover,20,20,23,27.27,,https://sofifa.com/team/1362/spain/
,Germany,1337,84,85,84,82,€0,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,20,19,23,25.55,,https://sofifa.com/team/1337/germany/
,Italy,1343,83,80,84,81,€0,€0,Balanced,Little,Mixed,Organised,Lots,Normal,Normal,Organised,Press,Medium,Normal,Cover,20,19,23,27.09,,https://sofifa.com/team/1343/italy/
,Argentina,1369,82,85,80,78,€0,€0,Slow,Little,Mixed,Free form,Normal,Normal,Lots,Free form,Press,Medium,Normal,Cover,20,18,23,24.82,,https://sofifa.com/team/1369/argentina/
,Brazil,1370,82,83,81,82,€0,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,20,20,23,25.18,,https://sofifa.com/team/1370/brazil/
,England,1318,81,84,79,81,€0,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,20,17,23,27.0,,https://sofifa.com/team/1318/england/
,France,1335,81,82,78,80,€0,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,20,18,23,24.82,,https://sofifa.com/team/1335/france/
,Belgium,1325,80,79,79,79,€0,€0,Slow,Little,Mixed,Organised,Normal,Normal,Little,Free form,Press,Medium,Normal,Cover,20,10,23,23.91,,https://sofifa.com/team/1325/belgium/
,Portugal,1354,80,82,82,80,€0,€0,Balanced,Little,Short,Organised,Normal,Safe,Normal,Free form,Press,Medium,Normal,Cover,20,16,23,26.55,,https://sofifa.com/team/1354/portugal/
,Netherlands,105035,80,85,79,75,€0,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Free form,Press,High,Normal,Cover,20,17,23,24.09,,https://sofifa.com/team/105035/netherlands/
,Uruguay,1377,79,84,77,78,€0,€0,Fast,Little,Mixed,Organised,Little,Normal,Lots,Free form,Press,Deep,Normal,Cover,20,14,23,27.27,,https://sofifa.com/team/1377/uruguay/
,Colombia,111109,78,80,75,77,€0,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,20,6,23,27.27,,https://sofifa.com/team/111109/colombia/
,Russia,1357,78,78,78,76,€0,€0,Balanced,Little,Mixed,Organised,Normal,Risky,Normal,Organised,Press,Medium,Normal,Cover,20,12,23,27.64,,https://sofifa.com/team/1357/russia/
,Côte d'Ivoire,111112,77,79,77,72,€0,€0,Balanced,Little,Mixed,Organised,Lots,Normal,Normal,Organised,Press,Medium,Normal,Cover,20,11,23,26.45,,https://sofifa.com/team/111112/cote-divoire/
,Türkiye,1365,77,78,76,74,€0,€0,Balanced,Little,Short,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,20,14,23,24.82,,https://sofifa.com/team/1365/turkiye/
,Switzerland,1364,76,75,77,75,€0,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Little,Organised,Press,Medium,Normal,Cover,20,11,23,24.91,,https://sofifa.com/team/1364/switzerland/
,Chile,111459,76,78,76,72,€0,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,20,10,23,26.82,,https://sofifa.com/team/111459/chile/
,Cameroon,1395,76,79,76,76,€0,€0,Balanced,Little,Mixed,Organised,Lots,Normal,Normal,Organised,Press,Medium,Normal,Cover,20,12,23,27.27,,https://sofifa.com/team/1395/cameroon/
,Czechia,1330,75,73,74,75,€0,€0,Slow,Little,Mixed,Free form,Normal,Normal,Normal,Free form,Press,Medium,Normal,Cover,20,14,23,27.18,,https://sofifa.com/team/1330/czechia/
,Sweden,1363,75,81,75,73,€0,€0,Balanced,Little,Short,Organised,Normal,Safe,Lots,Organised,Press,Medium,Normal,Cover,20,11,23,25.73,,https://sofifa.com/team/1363/sweden/
,Mexico,1386,75,76,73,74,€0,€0,Balanced,Little,Mixed,Organised,Normal,Risky,Normal,Organised,Press,Medium,Normal,Cover,20,15,23,26.64,,https://sofifa.com/team/1386/mexico/
,Austria,1322,74,73,75,74,€0,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,20,10,23,23.91,,https://sofifa.com/team/1322/austria/
,Denmark,1331,74,72,74,75,€0,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,20,12,23,27.55,,https://sofifa.com/team/1331/denmark/
,Greece,1338,74,74,72,76,€0,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Contain,Deep,Normal,Cover,20,13,23,28.27,,https://sofifa.com/team/1338/greece/
,Poland,1353,74,79,74,67,€0,€0,Balanced,Little,Mixed,Organised,Normal,Safe,Normal,Organised,Press,Medium,Normal,Cover,20,11,23,24.45,,https://sofifa.com/team/1353/poland/
,Republic of Ireland,1355,74,74,74,72,€0,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,20,11,23,28.18,,https://sofifa.com/team/1355/republic-of-ireland/
,Paraguay,1375,74,79,73,70,€0,€0,Slow,Little,Mixed,Organised,Little,Safe,Normal,Organised,Press,Deep,Normal,Cover,20,11,23,29.73,,https://sofifa.com/team/1375/paraguay/
,United States,1387,74,74,77,67,€0,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,20,12,23,26.91,,https://sofifa.com/team/1387/united-states/
,Norway,1352,73,79,71,72,€0,€0,Fast,Little,Mixed,Organised,Normal,Risky,Normal,Organised,Press,Deep,Normal,Cover,20,9,23,24.73,,https://sofifa.com/team/1352/norway/
,Scotland,1359,73,74,74,71,€0,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,20,9,23,27.09,,https://sofifa.com/team/1359/scotland/
,Peru,111108,72,76,69,69,€0,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,20,6,23,27.0,,https://sofifa.com/team/111108/peru/
,Slovenia,1361,72,72,69,71,€0,€0,Fast,Little,Mixed,Organised,Lots,Normal,Normal,Organised,Press,Medium,Normal,Cover,20,10,23,26.36,,https://sofifa.com/team/1361/slovenia/
,Romania,1356,71,73,69,69,€0,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,20,10,23,26.73,,https://sofifa.com/team/1356/romania/
,Ecuador,111465,71,72,73,66,€0,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,20,7,23,26.0,,https://sofifa.com/team/111465/ecuador/
,Venezuela,111487,71,74,69,70,€0,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Press,Deep,Normal,Cover,20,5,23,27.27,,https://sofifa.com/team/111487/venezuela/
,Korea Republic,974,71,75,69,70,€0,€0,Balanced,Little,Mixed,Organised,Normal,Risky,Normal,Organised,Press,Medium,Normal,Cover,20,12,23,24.73,,https://sofifa.com/team/974/korea-republic/
,Northern Ireland,110081,70,70,68,69,€0,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,20,5,23,26.73,,https://sofifa.com/team/110081/northern-ireland/
,Finland,1334,70,66,71,69,€0,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Contain,Deep,Normal,Cover,20,6,23,24.91,,https://sofifa.com/team/1334/finland/
,Australia,1415,70,68,69,68,€0,€0,Balanced,Little,Mixed,Organised,Lots,Safe,Little,Organised,Press,Medium,Normal,Cover,20,11,23,29.36,,https://sofifa.com/team/1415/australia/
,South Africa,111099,70,68,69,68,€0,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,20,8,23,24.73,,https://sofifa.com/team/111099/south-africa/
,Hungary,1886,69,69,68,67,€0,€0,Balanced,Little,Mixed,Organised,Lots,Normal,Normal,Organised,Press,Medium,Normal,Cover,20,7,23,24.45,,https://sofifa.com/team/1886/hungary/
,Egypt,111130,68,66,67,68,€0,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,20,10,23,27.64,,https://sofifa.com/team/111130/egypt/
,Bulgaria,1327,68,69,67,66,€0,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Little,Organised,Contain,Medium,Normal,Cover,20,10,23,26.82,,https://sofifa.com/team/1327/bulgaria/
,Bolivia,111451,66,71,64,65,€0,€0,Slow,Little,Short,Organised,Little,Safe,Normal,Organised,Press,Medium,Normal,Cover,20,2,23,27.0,,https://sofifa.com/team/111451/bolivia/
,New Zealand,111473,65,66,58,64,€0,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Little,Organised,Press,Deep,Normal,Cover,20,6,23,27.36,,https://sofifa.com/team/111473/new-zealand/
,India,111466,58,60,56,57,€0,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Deep,Normal,Cover,20,1,23,25.55,,https://sofifa.com/team/111466/india/
