Unnamed: 0,Name,ID,Overall,Attack,Midfield,Defence,Transfer budget,Club worth,Speed,Dribbling,Passing,Positioning,Crossing,Passing.1,Shooting,Positioning.1,Aggression,Pressure,Team width,Defender line,Domestic prestige,International prestige,Players,Starting XI average age,Unnamed: 25,href
,Germany,1337,85,84,85,85,€0,€0,Slow,Normal,Mixed,Organised,Normal,Safe,Little,Free form,Press,Medium,Normal,Cover,10,10,23,26.55,,https://sofifa.com/team/1337/germany/
,Spain,1362,85,84,86,85,€0,€0,Slow,Normal,Short,Organised,Little,Safe,Little,Free form,Press,High,Normal,Cover,10,9,23,26.36,,https://sofifa.com/team/1362/spain/
,Brazil,1370,85,86,83,85,€0,€0,Balanced,Lots,Mixed,Organised,Little,Normal,Lots,Organised,Double,High,Normal,Cover,10,10,23,26.73,,https://sofifa.com/team/1370/brazil/
,Belgium,1325,84,86,83,85,€0,€0,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Free form,Press,High,Normal,Cover,10,7,23,26.91,,https://sofifa.com/team/1325/belgium/
,France,1335,84,82,85,82,€0,€0,Balanced,Normal,Short,Organised,Normal,Safe,Normal,Organised,Press,Medium,Wide,Cover,10,9,23,24.36,,https://sofifa.com/team/1335/france/
,Italy,1343,83,85,81,85,€0,€0,Fast,Normal,Long,Organised,Lots,Normal,Lots,Organised,Contain,Deep,Narrow,Cover,10,9,23,26.55,,https://sofifa.com/team/1343/italy/
,England,1318,82,84,81,81,€0,€0,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,10,8,23,25.0,,https://sofifa.com/team/1318/england/
,Portugal,1354,82,85,82,80,€0,€0,Balanced,Lots,Mixed,Organised,Normal,Normal,Normal,Free form,Press,Medium,Normal,Cover,10,8,23,27.09,,https://sofifa.com/team/1354/portugal/
,Argentina,1369,82,87,80,80,€0,€0,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Free form,Press,High,Normal,Cover,10,9,23,28.0,,https://sofifa.com/team/1369/argentina/
,Uruguay,1377,81,86,76,79,€0,€0,Balanced,Normal,Mixed,Organised,Normal,Risky,Normal,Organised,Double,Medium,Normal,Cover,10,7,23,26.27,,https://sofifa.com/team/1377/uruguay/
,Netherlands,105035,80,79,80,80,€0,€0,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Free form,Press,Medium,Normal,Cover,10,8,23,23.82,,https://sofifa.com/team/105035/netherlands/
,Colombia,111109,79,81,77,78,€0,€0,Fast,Normal,Mixed,Organised,Normal,Risky,Lots,Organised,Press,Medium,Normal,Cover,10,7,23,26.64,,https://sofifa.com/team/111109/colombia/
,Russia,1357,78,80,78,76,€0,€0,Balanced,Lots,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,10,6,23,28.09,,https://sofifa.com/team/1357/russia/
,Switzerland,1364,78,74,77,78,€0,€0,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,10,5,23,26.64,,https://sofifa.com/team/1364/switzerland/
,Mexico,1386,78,79,79,75,€0,€0,Balanced,Normal,Mixed,Organised,Normal,Normal,Lots,Free form,Press,High,Normal,Cover,10,7,23,26.18,,https://sofifa.com/team/1386/mexico/
,Côte d'Ivoire,111112,77,76,78,77,€0,€0,Fast,Normal,Long,Organised,Normal,Risky,Lots,Organised,Double,Medium,Normal,Cover,10,6,23,24.73,,https://sofifa.com/team/111112/cote-divoire/
,Austria,1322,77,80,77,75,€0,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Double,Medium,Normal,Cover,10,4,23,25.91,,https://sofifa.com/team/1322/austria/
,Denmark,1331,77,76,79,75,€0,€0,Balanced,Normal,Mixed,Organised,Normal,Risky,Normal,Organised,Press,Medium,Normal,Cover,10,5,23,26.45,,https://sofifa.com/team/1331/denmark/
,Poland,1353,77,82,76,75,€0,€0,Balanced,Normal,Mixed,Free form,Normal,Normal,Normal,Free form,Contain,Medium,Normal,Cover,10,5,23,27.0,,https://sofifa.com/team/1353/poland/
,Chile,111459,77,77,80,75,€0,€0,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Press,High,Normal,Cover,10,7,23,28.09,,https://sofifa.com/team/111459/chile/
,Greece,1338,76,78,74,77,€0,€0,Fast,Normal,Long,Organised,Lots,Risky,Lots,Organised,Contain,Deep,Narrow,Cover,10,6,23,28.09,,https://sofifa.com/team/1338/greece/
,Türkiye,1365,76,78,77,74,€0,€0,Balanced,Normal,Mixed,Organised,Normal,Safe,Normal,Organised,Press,Medium,Normal,Cover,10,6,23,24.91,,https://sofifa.com/team/1365/turkiye/
,Czechia,1330,75,75,74,73,€0,€0,Fast,Normal,Long,Organised,Normal,Risky,Normal,Organised,Double,High,Normal,Cover,10,5,23,25.09,,https://sofifa.com/team/1330/czechia/
,Republic of Ireland,1355,75,75,74,75,€0,€0,Balanced,Normal,Mixed,Organised,Normal,Safe,Lots,Organised,Press,High,Normal,Cover,10,5,23,27.64,,https://sofifa.com/team/1355/republic-of-ireland/
,Slovenia,1361,75,72,76,72,€0,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,High,Normal,Cover,10,5,23,27.09,,https://sofifa.com/team/1361/slovenia/
