Unnamed: 0,Name,ID,Overall,Attack,Midfield,Defence,Transfer budget,Club worth,Speed,Dribbling,Passing,Positioning,Crossing,Passing.1,Shooting,Positioning.1,Aggression,Pressure,Team width,Defender line,Domestic prestige,International prestige,Players,Starting XI average age,Unnamed: 25,href
,Germany,1337,85,82,86,84,€0,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,10,10,23,26.45,,https://sofifa.com/team/1337/germany/
,Spain,1362,85,84,85,85,€0,€0,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Free form,Press,Medium,Normal,Cover,10,9,23,27.36,,https://sofifa.com/team/1362/spain/
,Belgium,1325,84,85,83,84,€0,€0,Balanced,Normal,Mixed,Organised,Little,Normal,Normal,Free form,Press,Medium,Normal,Cover,10,7,23,25.91,,https://sofifa.com/team/1325/belgium/
,Brazil,1370,84,87,82,85,€0,€0,Balanced,Lots,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,10,10,23,26.18,,https://sofifa.com/team/1370/brazil/
,France,1335,83,82,83,81,€0,€0,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,10,9,23,25.55,,https://sofifa.com/team/1335/france/
,Italy,1343,83,82,81,85,€0,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,10,9,23,29.0,,https://sofifa.com/team/1343/italy/
,Portugal,1354,83,85,82,81,€0,€0,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Free form,Press,Medium,Normal,Cover,10,8,23,26.18,,https://sofifa.com/team/1354/portugal/
,Argentina,1369,83,87,83,80,€0,€0,Slow,Lots,Mixed,Organised,Normal,Normal,Lots,Free form,Press,Medium,Normal,Cover,10,9,23,27.91,,https://sofifa.com/team/1369/argentina/
,England,1318,81,82,81,81,€0,€0,Balanced,Normal,Mixed,Organised,Lots,Normal,Normal,Organised,Press,Medium,Normal,Cover,10,8,23,24.64,,https://sofifa.com/team/1318/england/
,Netherlands,105035,81,81,81,80,€0,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,10,8,23,24.73,,https://sofifa.com/team/105035/netherlands/
,Poland,1353,79,82,77,77,€0,€0,Balanced,Normal,Mixed,Free form,Normal,Normal,Normal,Free form,Press,Medium,Normal,Cover,10,5,23,27.36,,https://sofifa.com/team/1353/poland/
,Uruguay,1377,79,85,76,80,€0,€0,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,10,7,23,28.36,,https://sofifa.com/team/1377/uruguay/
