Unnamed: 0,Name,ID,Overall,Attack,Midfield,Defence,Transfer budget,Club worth,Speed,Dribbling,Passing,Positioning,Crossing,Passing.1,Shooting,Positioning.1,Aggression,Pressure,Team width,Defender line,Domestic prestige,International prestige,Players,Starting XI average age,Unnamed: 25,href
,Germany,1337,84,82,82,78,€0,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,20,20,23,25.0,,https://sofifa.com/team/1337/germany/
,Spain,1362,83,80,84,82,€0,€0,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Free form,Press,Medium,Normal,Cover,20,20,23,26.36,,https://sofifa.com/team/1362/spain/
,Argentina,1369,82,86,80,81,€0,€0,Slow,Lots,Mixed,Organised,Normal,Normal,Lots,Free form,Press,Medium,Normal,Cover,20,19,23,26.82,,https://sofifa.com/team/1369/argentina/
,Brazil,1370,82,82,80,83,€0,€0,Balanced,Lots,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,20,20,23,26.0,,https://sofifa.com/team/1370/brazil/
,Belgium,1325,81,80,81,77,€0,€0,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Free form,Press,Medium,Normal,Cover,20,13,23,24.45,,https://sofifa.com/team/1325/belgium/
,France,1335,81,80,80,80,€0,€0,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,20,18,23,25.55,,https://sofifa.com/team/1335/france/
,England,1318,80,81,78,78,€0,€0,Balanced,Normal,Mixed,Organised,Lots,Normal,Normal,Organised,Press,Medium,Normal,Cover,20,16,23,24.0,,https://sofifa.com/team/1318/england/
,Portugal,1354,80,83,80,75,€0,€0,Balanced,Normal,Short,Organised,Normal,Safe,Normal,Free form,Press,Medium,Normal,Cover,20,16,23,29.45,,https://sofifa.com/team/1354/portugal/
,Italy,1343,79,79,79,77,€0,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,20,18,23,27.45,,https://sofifa.com/team/1343/italy/
,Netherlands,105035,79,78,82,77,€0,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,20,17,23,24.73,,https://sofifa.com/team/105035/netherlands/
,Colombia,111109,78,81,78,75,€0,€0,Balanced,Lots,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,20,15,23,25.64,,https://sofifa.com/team/111109/colombia/
,Russia,1357,77,78,77,75,€0,€0,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,20,12,23,28.0,,https://sofifa.com/team/1357/russia/
,Switzerland,1364,77,76,77,78,€0,€0,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,20,11,23,24.55,,https://sofifa.com/team/1364/switzerland/
,Türkiye,1365,76,78,77,75,€0,€0,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,20,13,23,25.64,,https://sofifa.com/team/1365/turkiye/
,Uruguay,1377,76,75,74,77,€0,€0,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,20,14,23,27.18,,https://sofifa.com/team/1377/uruguay/
,Chile,111459,76,76,76,73,€0,€0,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,20,13,23,27.45,,https://sofifa.com/team/111459/chile/
,Mexico,1386,76,79,77,74,€0,€0,Balanced,Lots,Mixed,Organised,Normal,Risky,Normal,Organised,Press,Medium,Normal,Cover,20,15,23,26.45,,https://sofifa.com/team/1386/mexico/
,Poland,1353,75,78,72,74,€0,€0,Balanced,Normal,Mixed,Free form,Normal,Normal,Normal,Free form,Press,Medium,Normal,Cover,20,11,23,26.09,,https://sofifa.com/team/1353/poland/
,Côte d'Ivoire,111112,74,78,75,68,€0,€0,Balanced,Normal,Mixed,Organised,Lots,Normal,Normal,Organised,Press,Medium,Normal,Cover,20,12,23,25.55,,https://sofifa.com/team/111112/cote-divoire/
,Austria,1322,74,71,74,74,€0,€0,Balanced,Lots,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,20,9,23,26.27,,https://sofifa.com/team/1322/austria/
,Czechia,1330,74,73,73,72,€0,€0,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,20,11,23,28.0,,https://sofifa.com/team/1330/czechia/
,Denmark,1331,74,75,72,74,€0,€0,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,20,11,23,26.36,,https://sofifa.com/team/1331/denmark/
,Greece,1338,74,78,73,74,€0,€0,Balanced,Normal,Mixed,Organised,Lots,Normal,Normal,Organised,Press,Deep,Narrow,Cover,20,14,23,25.0,,https://sofifa.com/team/1338/greece/
,Republic of Ireland,1355,74,74,75,71,€0,€0,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,20,10,23,28.36,,https://sofifa.com/team/1355/republic-of-ireland/
,Sweden,1363,74,80,75,72,€0,€0,Balanced,Normal,Mixed,Organised,Normal,Safe,Normal,Organised,Press,Medium,Normal,Cover,20,11,23,27.64,,https://sofifa.com/team/1363/sweden/
,Scotland,1359,73,76,72,70,€0,€0,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,20,9,23,27.73,,https://sofifa.com/team/1359/scotland/
,Wales,1367,73,73,73,71,€0,€0,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,20,8,23,25.09,,https://sofifa.com/team/1367/wales/
,United States,1387,73,76,70,72,€0,€0,Balanced,Normal,Mixed,Free form,Normal,Normal,Normal,Free form,Press,Medium,Normal,Cover,20,13,23,24.0,,https://sofifa.com/team/1387/united-states/
,Romania,1356,72,71,72,70,€0,€0,Balanced,Normal,Mixed,Organised,Lots,Normal,Normal,Organised,Press,Medium,Normal,Cover,20,10,23,26.0,,https://sofifa.com/team/1356/romania/
,Slovenia,1361,72,72,71,68,€0,€0,Balanced,Normal,Mixed,Organised,Lots,Normal,Normal,Organised,Press,Medium,Normal,Cover,20,10,23,28.27,,https://sofifa.com/team/1361/slovenia/
,Cameroon,1395,72,75,71,74,€0,€0,Balanced,Normal,Mixed,Organised,Lots,Normal,Normal,Organised,Press,Medium,Normal,Cover,20,12,23,24.36,,https://sofifa.com/team/1395/cameroon/
,Peru,111108,71,71,71,70,€0,€0,Balanced,Lots,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,20,6,23,26.64,,https://sofifa.com/team/111108/peru/
,Norway,1352,71,69,72,70,€0,€0,Fast,Normal,Mixed,Organised,Normal,Risky,Normal,Organised,Press,Deep,Normal,Cover,20,9,23,24.27,,https://sofifa.com/team/1352/norway/
,Paraguay,1375,71,72,71,71,€0,€0,Slow,Lots,Mixed,Organised,Little,Safe,Normal,Organised,Press,Deep,Normal,Cover,20,8,23,28.09,,https://sofifa.com/team/1375/paraguay/
,Venezuela,111487,71,72,70,72,€0,€0,Slow,Normal,Short,Organised,Little,Safe,Little,Organised,Press,Deep,Normal,Cover,20,5,23,28.0,,https://sofifa.com/team/111487/venezuela/
,Hungary,1886,70,70,71,67,€0,€0,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,20,7,23,28.36,,https://sofifa.com/team/1886/hungary/
,Korea Republic,974,70,66,70,67,€0,€0,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Free form,Press,Medium,Normal,Cover,20,11,23,24.09,,https://sofifa.com/team/974/korea-republic/
,South Africa,111099,70,68,71,66,€0,€0,Balanced,Lots,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,20,9,23,23.82,,https://sofifa.com/team/111099/south-africa/
,Northern Ireland,110081,69,69,69,67,€0,€0,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,20,5,23,27.36,,https://sofifa.com/team/110081/northern-ireland/
,Finland,1334,69,69,68,68,€0,€0,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Contain,Deep,Normal,Cover,20,6,23,26.73,,https://sofifa.com/team/1334/finland/
,Ecuador,111465,69,71,70,67,€0,€0,Balanced,Lots,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,20,11,23,26.55,,https://sofifa.com/team/111465/ecuador/
,Australia,1415,69,71,70,66,€0,€0,Balanced,Normal,Mixed,Organised,Normal,Normal,Little,Organised,Press,Medium,Normal,Cover,20,11,23,26.91,,https://sofifa.com/team/1415/australia/
,Egypt,111130,68,72,68,65,€0,€0,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,20,10,23,23.36,,https://sofifa.com/team/111130/egypt/
,Bulgaria,1327,68,67,70,66,€0,€0,Balanced,Normal,Mixed,Organised,Normal,Normal,Little,Organised,Contain,Medium,Normal,Cover,20,10,23,27.82,,https://sofifa.com/team/1327/bulgaria/
,Bolivia,111451,67,71,64,67,€0,€0,Slow,Normal,Short,Organised,Little,Safe,Normal,Organised,Press,Medium,Normal,Cover,20,2,23,27.45,,https://sofifa.com/team/111451/bolivia/
,New Zealand,111473,65,65,60,65,€0,€0,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Deep,Normal,Cover,20,4,23,23.27,,https://sofifa.com/team/111473/new-zealand/
