Unnamed: 0,Name,ID,Overall,Attack,Midfield,Defence,Transfer budget,Club worth,Speed,Dribbling,Passing,Positioning,Crossing,Passing.1,Shooting,Positioning.1,Aggression,Pressure,Team width,Defender line,Domestic prestige,International prestige,Players,Starting XI average age,Whole team average age,Unnamed: 26,href,country
,FC Augsburg  Bundesliga,100409,76,77,75,75,€9M,€118.3M,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,3,4,33,26.45,25.27,,https://sofifa.com/team/100409/fc-augsburg/,Germany
,FC Girondins de Bordeaux  Ligue 1,59,76,77,76,74,€9M,€65M,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,5,3,31,26.91,23.45,,https://sofifa.com/team/59/fc-girondins-de-bordeaux/,France
,PFC CSKA  Premier League,315,76,74,77,76,€27M,€300M,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Free form,Press,Medium,Normal,Cover,10,7,23,28.45,25.7,,https://sofifa.com/team/315/pfc-cska/,Russia
,Galatasaray SK  Süper Lig,325,76,76,77,74,€11M,€196M,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,10,7,30,27.64,24.8,,https://sofifa.com/team/325/galatasaray-sk/,Türkiye
,FC Krasnodar  Premier League,112218,76,77,76,76,€16M,€170M,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,8,5,27,27.27,26.41,,https://sofifa.com/team/112218/fc-krasnodar/,Russia
,Sassuolo  Serie A,111974,76,76,76,76,€13M,€94M,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,6,4,28,26.27,25.89,,https://sofifa.com/team/111974/sassuolo/,Italy
,Sunderland  Premier League,106,76,81,76,73,€38.1M,€780M,Balanced,Normal,Long,Organised,Normal,Normal,Normal,Organised,Press,Deep,Normal,Cover,4,4,33,26.91,24.67,,https://sofifa.com/team/106/sunderland/,England
,FC Lokomotiv  Premier League,100765,76,73,76,78,€17M,€180M,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Free form,Press,Medium,Normal,Cover,8,6,28,28.64,26.79,,https://sofifa.com/team/100765/fc-lokomotiv/,Russia
,AC ChievoVerona  Serie A,192,76,75,77,75,€4.6M,€67M,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,4,3,26,31.82,29.23,,https://sofifa.com/team/192/ac-chievoverona/,Italy
,Real Betis Balompié  La Liga,449,76,79,76,74,€15.3M,€175M,Balanced,Normal,Mixed,Organised,Normal,Normal,Little,Organised,Press,Medium,Normal,Cover,4,2,26,24.55,25.35,,https://sofifa.com/team/449/real-betis-balompie/,Spain
,SD Eibar  La Liga,467,76,78,77,76,€5.3M,€29M,Balanced,Normal,Long,Organised,Lots,Normal,Normal,Organised,Press,Medium,Normal,Cover,3,1,31,27.0,24.45,,https://sofifa.com/team/467/sd-eibar/,Spain
,RC Deportivo de La Coruña  La Liga,242,76,77,77,76,€9.3M,€90M,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,4,3,33,27.09,25.12,,https://sofifa.com/team/242/rc-deportivo-de-la-coruna/,Spain
,Feyenoord  Eredivisie,246,76,75,76,76,€7M,€105M,Balanced,Little,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,9,4,30,26.36,23.3,,https://sofifa.com/team/246/feyenoord/,Netherlands
,PSV  Eredivisie,247,76,76,77,76,€12.5M,€145M,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,10,5,30,24.18,22.3,,https://sofifa.com/team/247/psv/,Netherlands
,Middlesbrough  Premier League,12,75,76,74,74,€28.3M,€600M,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,1,2,33,26.27,24.18,,https://sofifa.com/team/12/middlesbrough/,England
,CD Leganés  La Liga,100888,75,74,76,75,€3.1M,€8.5M,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,1,1,33,26.18,24.7,,https://sofifa.com/team/100888/cd-leganes/,Spain
,Hamburger SV  Bundesliga,28,75,75,76,75,€30M,€279.4M,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,5,4,33,25.27,23.09,,https://sofifa.com/team/28/hamburger-sv/,Germany
,Eintracht Frankfurt  Bundesliga,1824,75,73,75,76,€7.5M,€79.8M,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,3,4,30,24.73,23.33,,https://sofifa.com/team/1824/eintracht-frankfurt/,Germany
,Atalanta  Serie A,39,75,76,74,75,€8M,€82M,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,5,4,27,24.36,23.74,,https://sofifa.com/team/39/atalanta/,Italy
,RB Leipzig  Bundesliga,112172,75,75,76,73,€50M,€347.2M,Fast,Normal,Mixed,Organised,Normal,Normal,Normal,Free form,Press,Medium,Normal,Cover,5,4,30,23.45,22.17,,https://sofifa.com/team/112172/rb-leipzig/,Germany
,Sampdoria  Serie A,1837,75,77,75,73,€14M,€157M,Balanced,Normal,Mixed,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Offside trap,6,4,25,25.09,24.68,,https://sofifa.com/team/1837/sampdoria/,Italy
,Lille OSC  Ligue 1,65,75,75,75,75,€10.5M,€75M,Balanced,Normal,Mixed,Organised,Normal,Risky,Normal,Organised,Press,Medium,Normal,Cover,6,4,27,26.64,23.07,,https://sofifa.com/team/65/lille-osc/,France
,Sporting Clube de Braga  Primeira Liga,1896,75,75,75,74,€7M,€45M,Balanced,Normal,Mixed,Organised,Little,Normal,Normal,Organised,Press,Medium,Normal,Cover,8,6,30,24.82,23.2,,https://sofifa.com/team/1896/sporting-clube-de-braga/,Portugal
,West Bromwich Albion  Premier League,109,75,81,76,74,€35.1M,€650M,Balanced,Little,Long,Organised,Normal,Normal,Normal,Organised,Press,Medium,Normal,Cover,4,4,32,28.73,23.91,,https://sofifa.com/team/109/west-bromwich-albion/,England
