Unnamed: 0,Name,ID,Overall,Attack,Midfield,Defence,Transfer budget,Club worth,Speed,Dribbling,Passing,Positioning,Crossing,Passing.1,Shooting,Positioning.1,Aggression,Pressure,Team width,Defender line,Domestic prestige,International prestige,Players,Starting XI average age,Whole team average age,Unnamed: 26,href,country
,FC Barcelona  La Liga,241,85,83,83,82,€75M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,20,20,25,26.45,26.0,,https://sofifa.com/team/241/fc-barcelona/,Spain
,Chelsea  Premier League,5,84,86,81,80,€100M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,19,20,25,26.18,25.0,,https://sofifa.com/team/5/chelsea/,England
,Real Madrid  La Liga,243,84,81,80,78,€85M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,20,20,25,26.18,25.32,,https://sofifa.com/team/243/real-madrid/,Spain
,Inter  Serie A,44,83,84,81,79,€80M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,19,18,25,28.36,27.96,,https://sofifa.com/team/44/inter/,Italy
,Arsenal  Premier League,1,82,80,78,74,€60.8M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,19,19,25,25.91,23.88,,https://sofifa.com/team/1/arsenal/,England
,Manchester United  Premier League,11,82,78,80,82,€50M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,20,19,25,27.64,25.96,,https://sofifa.com/team/11/manchester-united/,England
,FC Bayern München  Bundesliga,21,82,85,76,78,€45M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,20,18,24,26.91,26.25,,https://sofifa.com/team/21/fc-bayern-munchen/,Germany
,AC Milan  Serie A,47,82,81,81,82,€80M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,20,19,25,28.91,29.52,,https://sofifa.com/team/47/ac-milan/,Italy
,Olympique Lyonnais  Ligue 1,66,82,79,76,82,€45M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,20,17,25,26.18,25.2,,https://sofifa.com/team/66/olympique-lyonnais/,France
,Liverpool  Premier League,9,81,81,76,73,€65M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,19,19,25,25.73,24.76,,https://sofifa.com/team/9/liverpool/,England
,Valencia CF  La Liga,461,81,86,80,78,€25M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,18,16,23,26.36,26.48,,https://sofifa.com/team/461/valencia-cf/,Spain
,SV Werder Bremen  Bundesliga,38,80,75,79,75,€25M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,18,16,25,25.09,24.68,,https://sofifa.com/team/38/sv-werder-bremen/,Germany
,Juventus  Serie B,45,80,82,78,76,€70M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,17,15,23,28.0,26.7,,https://sofifa.com/team/45/juventus/,Italy
,Newcastle United  Premier League,13,79,82,77,73,€40.5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,15,14,25,26.82,26.72,,https://sofifa.com/team/13/newcastle-united/,England
,Tottenham Hotspur  Premier League,18,79,80,77,77,€25M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,13,14,25,24.73,24.16,,https://sofifa.com/team/18/tottenham-hotspur/,England
,Roma  Serie A,52,79,73,78,78,€50M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,18,15,23,26.82,24.7,,https://sofifa.com/team/52/roma/,Italy
,Sevilla FC  La Liga,481,79,83,73,77,€15M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,15,13,23,26.55,26.0,,https://sofifa.com/team/481/sevilla-fc/,Spain
,Atlético Madrid  La Liga,240,79,82,77,77,€6M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,18,13,23,25.0,24.65,,https://sofifa.com/team/240/atletico-madrid/,Spain
,FC Schalke 04  Bundesliga,34,78,79,74,74,€25M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,18,16,23,25.45,23.87,,https://sofifa.com/team/34/fc-schalke-04/,Germany
,CA Osasuna  La Liga,479,78,80,76,74,€7.5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,12,10,23,24.91,25.48,,https://sofifa.com/team/479/ca-osasuna/,Spain
,Blackburn Rovers  Premier League,3,77,75,77,71,€12.5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,12,13,25,27.09,27.44,,https://sofifa.com/team/3/blackburn-rovers/,England
,Everton  Premier League,7,77,74,74,74,€18.8M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,14,12,25,27.09,25.0,,https://sofifa.com/team/7/everton/,England
,Manchester City  Premier League,10,77,74,75,75,€25M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,14,12,25,25.55,24.84,,https://sofifa.com/team/10/manchester-city/,England
,Borussia Dortmund  Bundesliga,22,77,73,75,74,€4.5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,18,13,23,25.82,24.0,,https://sofifa.com/team/22/borussia-dortmund/,Germany
,Hamburger SV  Bundesliga,28,77,79,73,77,€15M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,16,14,23,26.09,25.09,,https://sofifa.com/team/28/hamburger-sv/,Germany
,Bayer 04 Leverkusen  Bundesliga,32,77,75,79,73,€8M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,17,12,23,26.18,24.78,,https://sofifa.com/team/32/bayer-04-leverkusen/,Germany
,Fiorentina  Serie A,110374,77,71,72,76,€1M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,15,13,23,25.82,24.26,,https://sofifa.com/team/110374/fiorentina/,Italy
,Lazio  Serie A,46,77,79,72,75,€18M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,16,11,23,26.82,26.61,,https://sofifa.com/team/46/lazio/,Italy
,Palermo FC  Serie A,1843,77,75,77,69,€1M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,13,9,23,28.27,26.35,,https://sofifa.com/team/1843/palermo-fc/,Italy
,FC Girondins de Bordeaux  Ligue 1,59,77,72,77,74,€20M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,14,10,23,25.36,24.91,,https://sofifa.com/team/59/fc-girondins-de-bordeaux/,France
,Lille OSC  Ligue 1,65,77,73,74,76,€13M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,12,10,23,24.64,23.96,,https://sofifa.com/team/65/lille-osc/,France
,AS Monaco  Ligue 1,69,77,74,71,77,€15M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,18,13,23,26.64,25.13,,https://sofifa.com/team/69/as-monaco/,France
,Fenerbahçe SK  Süper Lig,326,77,73,74,75,€5M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,20,13,23,27.27,25.48,,https://sofifa.com/team/326/fenerbahce-sk/,Türkiye
,Paris Saint-Germain  Ligue 1,73,77,74,71,74,€15M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,18,15,24,27.64,25.13,,https://sofifa.com/team/73/paris-saint-germain/,France
,Olympique de Marseille  Ligue 1,219,77,76,73,72,€15M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,19,15,25,24.64,23.68,,https://sofifa.com/team/219/olympique-de-marseille/,France
,Villarreal CF  La Liga,483,77,81,77,74,€15M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,17,14,23,25.45,26.65,,https://sofifa.com/team/483/villarreal-cf/,Spain
,FC Porto  Primeira Liga,236,77,76,76,69,€16M,€0,Slow,Little,Short,Organised,Little,Safe,Little,Organised,Contain,Deep,Narrow,Cover,20,14,25,23.45,24.12,,https://sofifa.com/team/236/fc-porto/,Portugal
