Unnamed: 0,Name,Teams,Players,Added,Updated,Removed,Unnamed: 7,href,country
,Superliga  Denmark,12,310,0,1,68,,https://sofifa.com/league/1,Denmark
,Pro League  Belgium,18,493,0,0,106,,https://sofifa.com/league/4,Belgium
,Série A  Brazil,18,360,0,0,24,,https://sofifa.com/league/7,Brazil
,Eredivisie  Netherlands,18,510,0,1,141,,https://sofifa.com/league/10,Netherlands
,Premier League  England,20,643,0,0,82,,https://sofifa.com/league/13,England
,Championship  England,24,716,0,2,79,,https://sofifa.com/league/14,England
,Ligue 1  France,20,599,0,0,87,,https://sofifa.com/league/16,France
,Ligue 2  France,20,571,0,0,162,,https://sofifa.com/league/17,France
,Bundesliga  Germany,18,541,0,0,35,,https://sofifa.com/league/19,Germany
,2. Bundesliga  Germany,18,519,0,0,82,,https://sofifa.com/league/20,Germany
,Serie A  Italy,20,566,0,0,61,,https://sofifa.com/league/31,Italy
,Serie B  Italy,6,157,0,0,68,,https://sofifa.com/league/32,Italy
,Major League Soccer  United States,26,741,0,0,23,,https://sofifa.com/league/39,United States
,Eliteserien  Norway,16,376,0,1,53,,https://sofifa.com/league/41,Norway
,Premiership  Scotland,12,315,0,0,83,,https://sofifa.com/league/50,Scotland
,La Liga  Spain,20,640,0,1,82,,https://sofifa.com/league/53,Spain
,La Liga 2  Spain,22,647,0,0,170,,https://sofifa.com/league/54,Spain
,Allsvenskan  Sweden,16,390,0,0,58,,https://sofifa.com/league/56,Sweden
,League One  England,24,655,0,1,116,,https://sofifa.com/league/60,England
,League Two  England,24,650,0,0,194,,https://sofifa.com/league/61,England
,Super League  Greece,4,112,0,0,16,,https://sofifa.com/league/63,Greece
,Premier Division  Republic of Ireland,10,232,0,0,41,,https://sofifa.com/league/65,Republic of Ireland
,Ekstraklasa  Poland,16,426,0,0,114,,https://sofifa.com/league/66,Poland
,Premier League  Russia,3,79,0,0,13,,https://sofifa.com/league/67,Russia
,Süper Lig  Türkiye,21,579,0,0,157,,https://sofifa.com/league/68,Türkiye
,Bundesliga  Austria,12,319,0,0,81,,https://sofifa.com/league/80,Austria
,K League 1  Korea Republic,12,336,0,0,83,,https://sofifa.com/league/83,Korea Republic
,Super League  Switzerland,10,267,0,0,65,,https://sofifa.com/league/189,Switzerland
,Primeira Liga  Portugal,18,506,0,0,138,,https://sofifa.com/league/308,Portugal
,Hrvatska nogometna liga  Croatia,1,28,0,0,6,,https://sofifa.com/league/317,Croatia
,První liga  Czechia,3,77,0,0,12,,https://sofifa.com/league/319,Czechia
,Veikkausliiga  Finland,1,28,0,0,2,,https://sofifa.com/league/322,Finland
,Liga I  Romania,16,429,0,0,153,,https://sofifa.com/league/330,Romania
,Premier League  Ukraine,2,56,0,0,6,,https://sofifa.com/league/332,Ukraine
,Primera Division  Chile,6,154,0,0,1,,https://sofifa.com/league/335,Chile
,Categoría Primera A  Colombia,8,181,0,0,8,,https://sofifa.com/league/336,Colombia
,División Profesional  Paraguay,7,173,1,1,3,,https://sofifa.com/league/337,Paraguay
,Primera División  Uruguay,6,134,7,1,12,,https://sofifa.com/league/338,Uruguay
,Liga MX  Mexico,18,498,0,2,98,,https://sofifa.com/league/341,Mexico
,Premier Soccer League  South Africa,2,56,0,0,8,,https://sofifa.com/league/347,South Africa
,J1 League  Japan,18,528,0,0,12,,https://sofifa.com/league/349,Japan
,Pro League  Saudi Arabia,16,453,0,1,104,,https://sofifa.com/league/350,Saudi Arabia
,A-League Men  Australia,12,293,0,0,68,,https://sofifa.com/league/351,Australia
,Liga Profesional de Fútbol  Argentina,24,671,0,0,78,,https://sofifa.com/league/353,Argentina
,Super League  China PR,16,433,0,0,43,,https://sofifa.com/league/2012,China PR
,Pro League  United Arab Emirates,1,28,0,1,6,,https://sofifa.com/league/2013,United Arab Emirates
,División de Fútbol Profesional  Bolivia,7,179,0,0,0,,https://sofifa.com/league/2017,Bolivia
,Serie A  Ecuador,7,169,0,1,5,,https://sofifa.com/league/2018,Ecuador
,Primera Division  Venezuela,6,155,0,1,1,,https://sofifa.com/league/2019,Venezuela
,Liga 1  Peru,6,156,0,0,0,,https://sofifa.com/league/2020,Peru
,3. Liga  Germany,20,545,0,0,156,,https://sofifa.com/league/2076,Germany
