Unnamed: 0,Name,Teams,Players,Added,Updated,Removed,Unnamed: 7,href,country
,Superliga  Denmark,12,303,0,2,79,,https://sofifa.com/league/1,Denmark
,Pro League  Belgium,16,438,0,0,126,,https://sofifa.com/league/4,Belgium
,Série A  Brazil,20,578,26,33,100,,https://sofifa.com/league/7,Brazil
,Eredivisie  Netherlands,18,526,0,0,148,,https://sofifa.com/league/10,Netherlands
,Premier League  England,20,654,0,1,68,,https://sofifa.com/league/13,England
,Championship  England,24,670,0,0,70,,https://sofifa.com/league/14,England
,Ligue 1  France,20,596,1,1,80,,https://sofifa.com/league/16,France
,Ligue 2  France,20,548,0,2,175,,https://sofifa.com/league/17,France
,Bundesliga  Germany,18,539,0,1,46,,https://sofifa.com/league/19,Germany
,2. Bundesliga  Germany,18,496,0,0,145,,https://sofifa.com/league/20,Germany
,Serie A  Italy,20,546,0,1,58,,https://sofifa.com/league/31,Italy
,Serie B  Italy,22,587,0,0,193,,https://sofifa.com/league/32,Italy
,Major League Soccer  United States,19,544,5,50,11,,https://sofifa.com/league/39,United States
,Eliteserien  Norway,16,398,2,50,59,,https://sofifa.com/league/41,Norway
,Premiership  Scotland,12,343,0,0,83,,https://sofifa.com/league/50,Scotland
,La Liga  Spain,20,638,0,2,119,,https://sofifa.com/league/53,Spain
,La Liga 2  Spain,22,608,0,1,181,,https://sofifa.com/league/54,Spain
,Allsvenskan  Sweden,16,402,0,21,65,,https://sofifa.com/league/56,Sweden
,League One  England,24,630,0,1,105,,https://sofifa.com/league/60,England
,League Two  England,24,643,0,2,183,,https://sofifa.com/league/61,England
,Super League  Greece,4,118,0,0,41,,https://sofifa.com/league/63,Greece
,Premier Division  Republic of Ireland,11,275,9,0,21,,https://sofifa.com/league/65,Republic of Ireland
,Ekstraklasa  Poland,16,427,0,2,129,,https://sofifa.com/league/66,Poland
,Premier League  Russia,16,462,1,1,114,,https://sofifa.com/league/67,Russia
,Süper Lig  Türkiye,1,27,0,0,5,,https://sofifa.com/league/68,Türkiye
,Bundesliga  Austria,10,268,1,0,76,,https://sofifa.com/league/80,Austria
,K League 1  Korea Republic,16,435,27,1,46,,https://sofifa.com/league/83,Korea Republic
,Super League  Switzerland,10,269,0,0,75,,https://sofifa.com/league/189,Switzerland
,Primeira Liga  Portugal,16,432,0,1,126,,https://sofifa.com/league/308,Portugal
,Liga MX  Mexico,18,532,0,2,124,,https://sofifa.com/league/341,Mexico
,Premier Soccer League  South Africa,2,58,0,0,9,,https://sofifa.com/league/347,South Africa
,Pro League  Saudi Arabia,14,414,0,0,117,,https://sofifa.com/league/350,Saudi Arabia
,A-League Men  Australia,10,237,0,0,44,,https://sofifa.com/league/351,Australia
,Liga Profesional de Fútbol  Argentina,3,90,0,0,15,,https://sofifa.com/league/353,Argentina
,League One  Scotland,1,24,0,0,4,,https://sofifa.com/league/371,Scotland
