Unnamed: 0,Name,Teams,Players,Added,Updated,Removed,Unnamed: 7,href,country
,Superliga  Denmark,14,357,0,0,105,,https://sofifa.com/league/1,Denmark
,Pro League  Belgium,16,440,0,0,91,,https://sofifa.com/league/4,Belgium
,Série A  Brazil,16,320,0,0,68,,https://sofifa.com/league/7,Brazil
,Eredivisie  Netherlands,18,508,0,0,156,,https://sofifa.com/league/10,Netherlands
,Premier League  England,20,658,0,1,93,,https://sofifa.com/league/13,England
,Championship  England,24,710,0,0,87,,https://sofifa.com/league/14,England
,Ligue 1  France,20,602,0,124,69,,https://sofifa.com/league/16,France
,Ligue 2  France,20,564,0,60,159,,https://sofifa.com/league/17,France
,Bundesliga  Germany,18,536,0,0,36,,https://sofifa.com/league/19,Germany
,2. Bundesliga  Germany,18,512,0,0,68,,https://sofifa.com/league/20,Germany
,Serie A  Italy,20,534,0,1,45,,https://sofifa.com/league/31,Italy
,Serie B  Italy,22,610,0,1,136,,https://sofifa.com/league/32,Italy
,Major League Soccer  United States,22,607,2,30,10,,https://sofifa.com/league/39,United States
,Eliteserien  Norway,16,387,0,18,80,,https://sofifa.com/league/41,Norway
,Premiership  Scotland,12,327,0,0,93,,https://sofifa.com/league/50,Scotland
,La Liga  Spain,20,621,2,0,83,,https://sofifa.com/league/53,Spain
,La Liga 2  Spain,22,643,0,2,159,,https://sofifa.com/league/54,Spain
,Allsvenskan  Sweden,16,399,1,12,78,,https://sofifa.com/league/56,Sweden
,League One  England,24,670,0,1,108,,https://sofifa.com/league/60,England
,League Two  England,24,646,0,0,182,,https://sofifa.com/league/61,England
,Super League  Greece,4,104,0,0,15,,https://sofifa.com/league/63,Greece
,Premier Division  Republic of Ireland,12,279,0,4,81,,https://sofifa.com/league/65,Republic of Ireland
,Ekstraklasa  Poland,16,421,0,0,121,,https://sofifa.com/league/66,Poland
,Premier League  Russia,16,444,1,0,329,,https://sofifa.com/league/67,Russia
,Süper Lig  Türkiye,18,492,0,0,118,,https://sofifa.com/league/68,Türkiye
,Bundesliga  Austria,10,260,0,0,47,,https://sofifa.com/league/80,Austria
,K League 1  Korea Republic,12,335,19,5,63,,https://sofifa.com/league/83,Korea Republic
,Super League  Switzerland,10,258,0,0,58,,https://sofifa.com/league/189,Switzerland
,Primeira Liga  Portugal,18,477,0,0,120,,https://sofifa.com/league/308,Portugal
,První liga  Czechia,1,26,0,0,3,,https://sofifa.com/league/319,Czechia
,Veikkausliiga  Finland,1,26,0,0,1,,https://sofifa.com/league/322,Finland
,Premier League  Ukraine,1,28,0,0,5,,https://sofifa.com/league/332,Ukraine
,Primera Division  Chile,16,332,0,11,28,,https://sofifa.com/league/335,Chile
,Categoría Primera A  Colombia,20,545,2,17,69,,https://sofifa.com/league/336,Colombia
,Liga MX  Mexico,18,503,0,0,103,,https://sofifa.com/league/341,Mexico
,Premier Soccer League  South Africa,2,56,0,0,11,,https://sofifa.com/league/347,South Africa
,J1 League  Japan,18,522,0,8,105,,https://sofifa.com/league/349,Japan
,Pro League  Saudi Arabia,14,410,0,0,102,,https://sofifa.com/league/350,Saudi Arabia
,A-League Men  Australia,10,239,0,0,47,,https://sofifa.com/league/351,Australia
,Liga Profesional de Fútbol  Argentina,28,779,0,2,205,,https://sofifa.com/league/353,Argentina
,3. Liga  Germany,20,535,0,2,167,,https://sofifa.com/league/2076,Germany
